# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
11661,Kepler-1515 b,Kepler-1515,1,1,1,Transit,2016,214.31141640,,9.550,0.852,,,,,,0,6511.00,1.41,1.30,539.3210000
11670,Kepler-1516 b,Kepler-1516,1,1,1,Transit,2016,7.25931979,,1.750,0.156,,,,,,0,5904.00,1.07,1.04,1358.9500000
11678,Kepler-1517 b,Kepler-1517,1,1,1,Transit,2016,5.54608367,,9.760,0.871,,,,,,0,7010.00,1.95,1.58,847.2990000
11680,Kepler-1518 b,Kepler-1518,1,1,1,Transit,2016,5.11177904,,3.050,0.272,,,,,,0,6846.00,1.88,1.54,903.5100000
11691,Kepler-1519 b,Kepler-1519,1,1,1,Transit,2016,240.79893970,,7.060,0.630,,,,,,0,5644.00,0.91,0.94,1441.6300000
11695,Kepler-152 b,Kepler-152,1,1,2,Transit,2014,18.20797300,0.124000,2.790,0.249,,,,,,0,5088.00,0.72,,441.0900000
11709,Kepler-152 c,Kepler-152,1,1,2,Transit,2014,88.25505500,0.356000,2.390,0.213,,,,,,0,5088.00,0.72,,441.0900000
11718,Kepler-1520 b,Kepler-1520,1,1,1,Transit,2016,0.65355357,,5.770,0.515,,,,,,0,4677.00,0.71,0.76,607.9170000
11733,Kepler-1521 b,Kepler-1521,1,1,1,Transit,2016,47.14840805,,2.500,0.223,,,,,,0,5042.00,0.76,0.81,206.9830000
11742,Kepler-1522 b,Kepler-1522,1,1,1,Transit,2016,1.84788917,,1.730,0.154,,,,,,0,5706.00,0.93,0.96,814.1250000
11750,Kepler-1523 b,Kepler-1523,1,1,1,Transit,2016,0.93875077,,1.580,0.141,,,,,,0,5708.00,0.96,0.97,865.5960000
11758,Kepler-1524 b,Kepler-1524,1,1,1,Transit,2016,70.96746030,,3.540,0.316,,,,,,1,6179.00,1.25,1.17,381.7730000
11766,Kepler-1525 b,Kepler-1525,1,1,1,Transit,2016,2.41660118,,0.910,0.081,,,,,,0,5748.00,1.04,1.07,382.9890000
11775,Kepler-1526 b,Kepler-1526,1,1,1,Transit,2016,3.90863200,,2.430,0.217,,,,,,0,4601.00,0.69,0.73,555.5740000
11782,Kepler-1527 b,Kepler-1527,1,1,1,Transit,2016,160.12991800,,4.770,0.426,,,,,,1,6224.00,1.32,1.21,1842.1300000
11786,Kepler-1528 b,Kepler-1528,1,1,1,Transit,2016,1.79111021,,1.460,0.130,,,,,,0,5857.00,1.03,1.03,817.5340000
11797,Kepler-1529 b,Kepler-1529,1,1,1,Transit,2016,5.33905686,,2.100,0.187,,,,,,0,5048.00,0.77,0.81,661.0140000
11804,Kepler-153 b,Kepler-153,1,1,2,Transit,2014,18.87022700,0.129000,2.920,0.261,,,,,,0,5404.00,0.89,,459.3680000
11819,Kepler-153 c,Kepler-153,1,1,2,Transit,2014,46.90232000,0.237000,2.530,0.226,,,,,,0,5404.00,0.89,,459.3680000
11824,Kepler-1530 b,Kepler-1530,1,1,3,Transit,2016,2.59044340,,1.640,0.146,,,,,,0,5477.00,0.88,0.92,489.8760000
11839,Kepler-1530 c,Kepler-1530,1,1,3,Transit,2016,5.32274060,,1.650,0.147,,,,,,1,5477.00,0.88,0.92,489.8760000
11847,Kepler-1530 d,Kepler-1530,1,1,3,Transit,2021,9.20761013,,3.279,0.293,,,,,,0,5678.00,1.30,1.01,489.8760000
11850,Kepler-1531 b,Kepler-1531,1,1,1,Transit,2016,1.13854338,,1.110,0.099,,,,,,0,6260.00,1.27,1.16,666.3340000
11861,Kepler-1532 b,Kepler-1532,1,1,1,Transit,2016,1.09366356,,1.350,0.120,,,,,,0,5559.00,0.88,0.91,798.2460000
11868,Kepler-1533 b,Kepler-1533,1,1,1,Transit,2016,308.54710000,,3.460,0.309,,,,,,0,6431.00,1.51,1.31,966.8010000
11872,Kepler-1534 b,Kepler-1534,1,1,1,Transit,2016,5.71668872,,1.890,0.169,,,,,,0,5442.00,0.86,0.90,
11881,Kepler-1535 b,Kepler-1535,1,1,1,Transit,2016,138.94420000,,2.550,0.227,,,,,,0,6021.00,1.11,1.08,897.7330000
11891,Kepler-1536 b,Kepler-1536,1,1,1,Transit,2016,364.75803100,,3.140,0.280,,,,,,0,4434.00,0.67,0.71,387.2480000
11897,Kepler-1537 b,Kepler-1537,1,1,1,Transit,2016,1.44445380,,1.180,0.105,,,,,,0,5079.00,0.77,0.81,517.2920000
11905,Kepler-1538 b,Kepler-1538,1,1,1,Transit,2016,175.13881900,,2.820,0.252,,,,,,0,5837.00,1.03,1.03,1125.3000000
11913,Kepler-1539 b,Kepler-1539,1,1,1,Transit,2016,133.30367410,,2.700,0.241,,,,,,0,5176.00,0.80,0.84,748.3260000
11928,Kepler-154 b,Kepler-154,1,1,5,Transit,2014,33.04053200,0.198000,2.260,0.202,,,,,,0,5690.00,1.00,,915.2120000
11938,Kepler-154 c,Kepler-154,1,1,5,Transit,2014,62.30327600,0.303000,2.950,0.263,,,,,,0,5690.00,1.00,,915.2120000
11943,Kepler-154 d,Kepler-154,1,1,5,Transit,2016,20.54981883,,3.840,0.343,,,,,,0,5769.00,0.98,0.98,915.2120000
11955,Kepler-154 e,Kepler-154,1,1,5,Transit,2016,3.93276465,,1.500,0.134,,,,,,0,5769.00,0.98,0.98,915.2120000
11959,Kepler-154 f,Kepler-154,1,1,5,Transit,2016,9.91935684,,1.500,0.134,,,,,,0,5769.00,0.98,0.98,915.2120000
11965,Kepler-1540 b,Kepler-1540,1,2,1,Transit,2016,125.41311770,,2.490,0.222,,,,,,0,4540.00,0.69,0.74,244.9600000
11978,Kepler-1541 b,Kepler-1541,1,1,1,Transit,2016,8.40691199,,1.160,0.103,,,,,,0,5282.00,0.81,0.86,416.6920000
11982,Kepler-1542 b,Kepler-1542,1,1,4,Transit,2016,3.95116882,,0.760,0.068,,,,,,0,5564.00,0.99,0.94,399.1140000
11990,Kepler-1542 c,Kepler-1542,1,1,4,Transit,2016,2.89223021,,0.650,0.058,,,,,,0,5564.00,0.99,0.94,399.1140000
12004,Kepler-1542 d,Kepler-1542,1,1,4,Transit,2016,5.99273738,,0.870,0.078,,,,,,0,5564.00,0.99,0.94,399.1140000
12011,Kepler-1542 e,Kepler-1542,1,1,4,Transit,2016,5.10115756,,0.760,0.068,,,,,,0,5564.00,0.99,0.94,399.1140000
12012,Kepler-1543 b,Kepler-1543,1,1,1,Transit,2016,6.96710269,,2.710,0.242,,,,,,0,6561.00,1.65,1.39,921.7840000
12029,Kepler-1544 b,Kepler-1544,1,1,1,Transit,2016,168.81117400,,1.780,0.159,,,,,,0,4886.00,0.74,0.81,335.0900000
12033,Kepler-1545 b,Kepler-1545,1,1,1,Transit,2016,163.69234900,,2.700,0.241,,,,,,0,5201.00,0.80,0.84,729.9640000
12040,Kepler-1546 b,Kepler-1546,1,1,1,Transit,2016,19.59749710,,3.130,0.279,,,,,,0,5623.00,0.93,0.95,931.9560000
12053,Kepler-1547 b,Kepler-1547,1,1,1,Transit,2016,0.69297968,,0.900,0.080,,,,,,0,6078.00,1.18,1.12,674.6950000
12055,Kepler-1548 b,Kepler-1548,1,1,1,Transit,2016,124.82867900,,2.640,0.236,,,,,,0,5706.00,0.97,0.99,872.2790000
12068,Kepler-1549 b,Kepler-1549,1,1,1,Transit,2016,214.88654500,,2.570,0.229,,,,,,0,5324.00,0.84,0.88,803.0520000
12082,Kepler-155 b,Kepler-155,1,1,2,Transit,2014,5.93119400,0.056000,2.090,0.186,,,,,,0,4508.00,0.62,,293.4990000
12095,Kepler-155 c,Kepler-155,1,1,2,Transit,2014,52.66179300,0.242000,2.240,0.200,,,,,,0,4508.00,0.62,,293.4990000
12098,Kepler-1550 b,Kepler-1550,1,1,1,Transit,2016,225.58280900,,3.020,0.269,,,,,,0,5991.00,1.11,1.07,1179.0100000
12107,Kepler-1551 b,Kepler-1551,1,1,1,Transit,2016,24.49736980,,2.660,0.237,,,,,,0,6136.00,1.22,1.14,1463.7200000
12123,Kepler-1552 b,Kepler-1552,1,1,1,Transit,2016,184.77185300,,2.470,0.220,,,,,,1,5202.00,0.78,0.85,769.0960000
12124,Kepler-1553 b,Kepler-1553,1,1,1,Transit,2016,4.24261881,,1.150,0.103,,,,,,0,5288.00,0.81,0.85,692.5940000
12136,Kepler-1554 b,Kepler-1554,1,1,1,Transit,2016,198.08877400,,2.900,0.259,,,,,,0,5297.00,0.81,0.84,946.8470000
12144,Kepler-1555 b,Kepler-1555,1,1,1,Transit,2016,8.10501635,,1.610,0.144,,,,,,0,5866.00,1.06,1.04,2013.2700000
12153,Kepler-1556 b,Kepler-1556,1,1,1,Transit,2016,8.82713457,,1.960,0.175,,,,,,0,5608.00,0.95,0.97,944.5400000
12162,Kepler-1557 b,Kepler-1557,1,1,1,Transit,2016,3.74032496,,1.530,0.136,,,,,,0,6099.00,1.17,1.11,1380.1600000
12171,Kepler-1558 b,Kepler-1558,1,1,1,Transit,2016,3.50470358,,0.680,0.061,,,,,,0,5101.00,0.79,0.83,325.7370000
12179,Kepler-1559 b,Kepler-1559,1,1,1,Transit,2016,0.97191543,,0.720,0.064,,,,,,0,5316.00,0.82,0.86,614.8270000
12188,Kepler-156 b,Kepler-156,1,1,2,Transit,2014,4.97345600,0.054000,2.300,0.205,,,,,,0,5094.00,0.81,,443.4830000
12196,Kepler-156 c,Kepler-156,1,1,2,Transit,2014,15.90680100,0.117000,2.550,0.227,,,,,,0,5094.00,0.81,,443.4830000
12209,Kepler-1560 b,Kepler-1560,1,1,1,Transit,2016,3.03195744,,0.890,0.079,,,,,,0,5815.00,1.02,1.02,502.4970000
12217,Kepler-1561 b,Kepler-1561,1,1,1,Transit,2016,1.00520701,,1.090,0.097,,,,,,0,5957.00,1.11,1.07,839.0760000
12223,Kepler-1562 b,Kepler-1562,1,1,1,Transit,2016,64.27377520,,3.550,0.317,,,,,,0,5760.00,1.05,1.02,2060.7200000
12235,Kepler-1563 b,Kepler-1563,1,1,1,Transit,2016,3.43276598,,0.750,0.067,,,,,,0,5765.00,0.99,1.00,616.6970000
12238,Kepler-1564 b,Kepler-1564,1,1,1,Transit,2016,18.05403810,,1.470,0.131,,,,,,0,5528.00,0.90,0.93,908.8050000
12247,Kepler-1565 b,Kepler-1565,1,1,1,Transit,2016,1.53818844,,1.190,0.106,,,,,,0,4940.00,0.73,0.76,629.9300000
12254,Kepler-1566 b,Kepler-1566,1,1,1,Transit,2016,0.53991524,,0.790,0.070,,,,,,0,5254.00,0.81,0.84,466.5860000
12269,Kepler-1567 b,Kepler-1567,1,1,1,Transit,2016,153.97957800,,2.730,0.244,,,,,,0,5655.00,0.93,0.95,1206.1100000
12276,Kepler-1568 b,Kepler-1568,1,1,1,Transit,2016,20.92539200,,1.300,0.116,,,,,,0,5956.00,1.19,1.09,916.3130000
12284,Kepler-1569 b,Kepler-1569,1,1,1,Transit,2016,5.79180156,,1.680,0.150,,,,,,0,6319.00,1.40,1.25,945.4540000
12290,Kepler-157 b,Kepler-157,1,1,3,Transit,2014,1.73234200,0.028000,1.320,0.118,,,,,,0,5774.00,1.04,,773.7130000
12300,Kepler-157 c,Kepler-157,1,1,3,Transit,2014,13.54050000,0.110000,2.240,0.200,,,,,,0,5774.00,1.04,,773.7130000
12312,Kepler-157 d,Kepler-157,1,1,3,Transit,2016,7.02573474,,1.460,0.130,,,,,,0,5866.00,1.03,1.02,773.7130000
12322,Kepler-1570 b,Kepler-1570,1,1,1,Transit,2016,26.54895500,,1.070,0.095,,,,,,0,5550.00,0.89,0.92,918.9950000
12330,Kepler-1571 b,Kepler-1571,1,1,1,Transit,2016,3.38555488,,1.520,0.136,,,,,,0,6297.00,1.39,1.23,675.3030000
12338,Kepler-1572 b,Kepler-1572,1,1,1,Transit,2016,5.49548621,,0.940,0.084,,,,,,0,5618.00,0.95,0.97,946.6020000
12347,Kepler-1573 b,Kepler-1573,1,1,1,Transit,2016,2.61575540,,1.200,0.107,,,,,,0,5808.00,1.00,1.01,1455.3600000
12355,Kepler-1574 b,Kepler-1574,1,1,1,Transit,2016,6.94243340,,1.290,0.115,,,,,,0,5892.00,1.08,1.06,1384.1600000
12358,Kepler-1575 b,Kepler-1575,1,1,1,Transit,2016,2.55314213,,1.310,0.117,,,,,,0,5667.00,0.92,0.95,1246.9200000
12366,Kepler-1576 b,Kepler-1576,1,1,1,Transit,2016,6.98471973,,1.040,0.093,,,,,,0,5876.00,1.06,1.05,460.9100000
12376,Kepler-1577 b,Kepler-1577,1,1,1,Transit,2016,6.30560247,,1.130,0.101,,,,,,0,4862.00,0.74,0.78,510.0290000
12383,Kepler-1578 b,Kepler-1578,1,1,1,Transit,2016,1.45088691,,1.040,0.093,,,,,,0,5545.00,0.86,0.90,1064.0500000
12389,Kepler-1579 b,Kepler-1579,1,1,1,Transit,2016,0.84990789,,0.840,0.075,,,,,,0,4584.00,0.70,0.75,
12400,Kepler-158 b,Kepler-158,1,1,2,Transit,2014,16.70918400,0.111000,2.120,0.189,,,,,,0,4623.00,0.62,,315.1770000
12416,Kepler-158 c,Kepler-158,1,1,2,Transit,2014,28.55138300,0.158000,1.900,0.170,,,,,,0,4623.00,0.62,,315.1770000
12422,Kepler-1580 b,Kepler-1580,1,1,1,Transit,2016,56.64492790,,2.110,0.188,,,,,,0,6228.00,2.15,1.47,1002.0200000
12428,Kepler-1581 b,Kepler-1581,1,1,1,Transit,2016,6.28385491,,0.800,0.071,,,,,,0,6022.00,1.23,1.12,493.1750000
12442,Kepler-1582 b,Kepler-1582,1,1,1,Transit,2016,4.83817712,,1.490,0.133,,,,,,0,3208.00,0.30,0.28,78.8906000
12446,Kepler-1583 b,Kepler-1583,1,1,1,Transit,2016,9.32807355,,0.600,0.054,,,,,,0,5645.00,0.91,0.94,403.9330000
12456,Kepler-1584 b,Kepler-1584,1,1,1,Transit,2016,13.39970990,,1.610,0.144,,,,,,0,6069.00,1.13,1.10,1416.3100000
12461,Kepler-1585 b,Kepler-1585,1,1,1,Transit,2016,3.58274630,,1.790,0.160,,,,,,0,5538.00,0.91,0.94,944.4650000
12473,Kepler-1586 b,Kepler-1586,1,1,1,Transit,2016,15.60492120,,1.520,0.136,,,,,,0,6681.00,1.75,1.45,552.5500000
12482,Kepler-1587 b,Kepler-1587,1,1,1,Transit,2016,9.40604670,,1.330,0.119,,,,,,0,5933.00,1.22,1.08,1026.4800000
12488,Kepler-1588 b,Kepler-1588,1,1,1,Transit,2016,7.84931739,,0.760,0.068,,,,,,0,5817.00,0.99,0.96,924.1410000
12491,Kepler-1589 b,Kepler-1589,1,1,1,Transit,2016,0.99166527,,1.090,0.097,,,,,,0,6166.00,1.25,1.18,1513.1400000
12501,Kepler-159 b,Kepler-159,1,1,2,Transit,2014,10.13962300,0.082000,2.380,0.212,,,,,,1,4625.00,0.66,,373.7440000
12510,Kepler-159 c,Kepler-159,1,1,2,Transit,2014,43.59579200,0.218000,3.410,0.304,,,,,,1,4625.00,0.66,,373.7440000
12521,Kepler-1590 b,Kepler-1590,1,1,1,Transit,2016,7.61760804,,1.140,0.102,,,,,,0,6053.00,1.16,1.11,771.1520000
12535,Kepler-1591 b,Kepler-1591,1,1,1,Transit,2016,8.18504949,,1.270,0.113,,,,,,0,6082.00,1.16,1.10,1419.5800000
12542,Kepler-1592 b,Kepler-1592,1,1,1,Transit,2016,3.05710069,,1.540,0.137,,,,,,0,6213.00,1.28,1.18,1639.4700000
12550,Kepler-1593 b,Kepler-1593,1,1,1,Transit,2016,174.50983500,,3.170,0.283,,,,,,1,4995.00,0.77,0.81,638.2490000
12557,Kepler-1594 b,Kepler-1594,1,1,1,Transit,2016,2.71603809,,1.060,0.095,,,,,,0,5946.00,1.08,1.06,976.8680000
12569,Kepler-1595 b,Kepler-1595,1,1,1,Transit,2016,4.56380468,,1.230,0.110,,,,,,0,5203.00,0.80,0.84,845.0220000
12573,Kepler-1596 b,Kepler-1596,1,1,1,Transit,2016,66.37337900,,1.900,0.170,,,,,,0,5706.00,0.92,0.95,2146.2300000
12581,Kepler-1597 b,Kepler-1597,1,1,1,Transit,2016,2.94654179,,1.060,0.095,,,,,,0,6377.00,1.39,1.25,1221.0500000
12589,Kepler-1598 b,Kepler-1598,1,1,1,Transit,2016,4.34195123,,0.950,0.085,,,,,,0,5940.00,1.09,1.07,619.8620000
12602,Kepler-1599 b,Kepler-1599,1,1,1,Transit,2016,122.36355300,,1.620,0.145,,,,,,0,5767.00,0.99,0.99,1328.2000000
12604,Kepler-16 b,Kepler-16,1,2,1,Transit,2011,228.77600000,0.704800,8.449,0.754,105.83300,0.33300,Mass,0.006900,,1,4450.00,0.65,0.69,75.0852000
12614,Kepler-160 b,Kepler-160,1,1,3,Transit,2014,4.30939700,0.055110,1.715,0.153,,,,,,0,5471.00,1.12,,937.0130000
12617,Kepler-160 c,Kepler-160,1,1,3,Transit,2014,13.69942900,0.119200,3.760,0.335,,,,,,1,5471.00,1.12,,937.0130000
12628,Kepler-160 d,Kepler-160,1,1,3,Transit Timing Variations,2020,30.00000000,0.170000,,,100.00000,0.31463,Mass,,,0,5471.00,1.12,,937.0130000
12633,Kepler-1600 b,Kepler-1600,1,1,2,Transit,2016,386.37054800,,3.130,0.279,,,,,,0,5214.00,0.82,0.86,1030.8100000
12636,Kepler-1600 c,Kepler-1600,1,1,2,Transit,2021,7.29804993,,1.942,0.173,,,,,,0,5119.00,0.83,0.82,1030.8100000
12646,Kepler-1601 b,Kepler-1601,1,1,1,Transit,2016,2.20921951,,0.820,0.073,,,,,,0,5869.00,1.07,1.04,644.4560000
12651,Kepler-1602 b,Kepler-1602,1,1,1,Transit,2016,11.17931605,,1.340,0.120,,,,,,0,6296.00,1.36,1.22,629.8040000
12660,Kepler-1603 b,Kepler-1603,1,1,1,Transit,2016,2.27163926,,1.290,0.115,,,,,,0,6241.00,1.31,1.21,2712.5800000
12671,Kepler-1604 b,Kepler-1604,1,1,1,Transit,2016,0.68368426,,1.410,0.126,,,,,,0,4976.00,0.76,0.81,541.1890000
12675,Kepler-1605 b,Kepler-1605,1,1,1,Transit,2016,85.75654950,,1.080,0.096,,,,,,0,5280.00,0.82,0.86,546.2300000
12681,Kepler-1606 b,Kepler-1606,1,1,1,Transit,2016,196.43522400,,2.070,0.185,,,,,,0,5422.00,0.86,0.90,831.2870000
12694,Kepler-1607 b,Kepler-1607,1,1,1,Transit,2016,13.64736760,,0.920,0.082,,,,,,0,6116.00,1.21,1.14,1286.1000000
12703,Kepler-1608 b,Kepler-1608,1,1,1,Transit,2016,16.47356860,,1.730,0.154,,,,,,0,4992.00,0.72,0.75,
12713,Kepler-1609 b,Kepler-1609,1,1,1,Transit,2016,114.34219000,,2.220,0.198,,,,,,0,6132.00,1.27,1.18,1826.0400000
12718,Kepler-161 b,Kepler-161,1,1,2,Transit,2014,4.92135500,0.054000,2.120,0.189,,,,,,0,5078.00,0.81,,434.6320000
12733,Kepler-161 c,Kepler-161,1,1,2,Transit,2014,7.06424000,0.068000,2.050,0.183,,,,,,1,5078.00,0.81,,434.6320000
12737,Kepler-1610 b,Kepler-1610,1,1,1,Transit,2016,8.70181574,,1.610,0.144,,,,,,0,5383.00,0.87,0.91,864.3310000
12748,Kepler-1611 b,Kepler-1611,1,1,1,Transit,2016,5.17624290,,0.810,0.072,,,,,,0,5605.00,0.93,0.94,908.4440000
12758,Kepler-1612 b,Kepler-1612,1,1,1,Transit,2016,3.91795101,,1.030,0.092,,,,,,0,5643.00,0.94,0.96,764.7260000
12761,Kepler-1613 b,Kepler-1613,1,1,1,Transit,2016,1.51842990,,2.080,0.186,,,,,,0,6005.00,1.12,1.08,1508.3300000
12771,Kepler-1614 b,Kepler-1614,1,1,1,Transit,2016,3.94661410,,1.490,0.133,,,,,,0,5121.00,0.76,0.79,1191.1900000
12783,Kepler-1615 b,Kepler-1615,1,1,1,Transit,2016,47.31261920,,2.060,0.184,,,,,,0,5865.00,1.05,1.04,1393.8300000
12787,Kepler-1616 b,Kepler-1616,1,1,1,Transit,2016,6.76284377,,1.020,0.091,,,,,,0,6266.00,1.34,1.21,1137.8100000
12800,Kepler-1617 b,Kepler-1617,1,1,1,Transit,2016,27.47855720,,1.200,0.107,,,,,,0,6167.00,1.22,1.15,898.3100000
12804,Kepler-1618 b,Kepler-1618,1,1,1,Transit,2016,6.10826019,,1.260,0.112,,,,,,0,6620.00,1.65,1.41,1229.2500000
12816,Kepler-1619 b,Kepler-1619,1,1,1,Transit,2016,23.62259130,,0.760,0.068,,,,,,0,5852.00,1.00,1.00,734.8500000
12824,Kepler-162 b,Kepler-162,1,1,2,Transit,2014,6.91979800,0.069000,1.260,0.112,,,,,,0,5816.00,0.96,,855.6410000
12837,Kepler-162 c,Kepler-162,1,1,2,Transit,2014,19.44635500,0.137000,3.030,0.270,,,,,,0,5816.00,0.96,,855.6410000
12840,Kepler-1620 b,Kepler-1620,1,1,1,Transit,2016,101.95182900,,1.610,0.144,,,,,,0,6157.00,1.23,1.15,895.0690000
12850,Kepler-1621 b,Kepler-1621,1,1,1,Transit,2016,92.26371400,,2.160,0.193,,,,,,0,6158.00,1.24,1.15,1631.6600000
12859,Kepler-1622 b,Kepler-1622,1,1,1,Transit,2016,10.81187370,,1.470,0.131,,,,,,0,6436.00,1.50,1.31,796.4770000
12866,Kepler-1623 b,Kepler-1623,1,1,1,Transit,2016,4.36128348,,1.310,0.117,,,,,,0,5772.00,1.00,1.00,837.4810000
12872,Kepler-1624 b,Kepler-1624,1,1,1,Transit,2016,3.29030452,,5.700,0.509,,,,,,1,3636.00,0.47,0.50,258.9790000
12880,Kepler-1625 b,Kepler-1625,1,1,1,Transit,2016,287.37894900,,6.060,0.541,,,,,,0,5677.00,0.94,0.96,2310.1100000
12890,Kepler-1626 b,Kepler-1626,1,1,1,Transit,2016,4.13962966,,2.020,0.180,,,,,,0,6826.00,1.85,1.51,1368.8300000
12896,Kepler-1627 b,Kepler-1627,1,1,1,Transit,2016,7.20283653,,3.690,0.329,,,,,,0,5445.00,0.84,0.87,317.4370000
12905,Kepler-1628 b,Kepler-1628,1,1,1,Transit,2016,76.37803300,,6.430,0.574,,,,,,0,3724.00,0.52,0.55,
12908,Kepler-1629 b,Kepler-1629,1,1,1,Transit,2016,3.87595807,,0.770,0.069,,,,,,0,5776.00,1.01,1.01,336.0900000
12919,Kepler-163 b,Kepler-163,1,1,2,Transit,2014,7.81093700,0.078000,1.050,0.094,,,,,,0,5776.00,0.92,,689.8140000
12923,Kepler-163 c,Kepler-163,1,1,2,Transit,2014,21.34726200,0.152000,2.260,0.202,,,,,,0,5776.00,0.92,,689.8140000
12934,Kepler-1630 b,Kepler-1630,1,1,1,Transit,2016,509.99740200,,2.190,0.195,,,,,,0,4736.00,0.63,0.66,331.2130000
12942,Kepler-1631 b,Kepler-1631,1,1,1,Transit,2016,4.09513932,,1.350,0.120,,,,,,0,5679.00,0.95,0.97,1305.9900000
12946,Kepler-1632 b,Kepler-1632,1,1,1,Transit,2016,448.30355800,,2.470,0.220,,,,,,0,6137.00,1.19,1.12,716.7600000
12956,Kepler-1633 b,Kepler-1633,1,1,1,Transit,2016,186.40427100,,1.580,0.141,,,,,,0,6256.00,1.32,1.20,1114.9100000
12959,Kepler-1634 b,Kepler-1634,1,1,1,Transit,2016,374.87623900,,3.190,0.285,,,,,,0,5474.00,0.89,0.92,617.3390000
12966,Kepler-1635 b,Kepler-1635,1,1,1,Transit,2016,469.63111000,,3.640,0.325,,,,,,0,5347.00,0.85,0.89,1069.4500000
12970,Kepler-1636 b,Kepler-1636,1,1,1,Transit,2016,425.47785000,,3.230,0.288,,,,,,0,5797.00,1.02,1.01,1947.5400000
12979,Kepler-1637 b,Kepler-1637,1,1,1,Transit,2016,6.10960324,,0.890,0.079,,,,,,0,5789.00,1.02,1.02,567.1870000
12981,Kepler-1638 b,Kepler-1638,1,1,1,Transit,2016,259.33683000,,1.870,0.167,,,,,,1,5710.00,0.95,0.97,1525.5200000
12995,Kepler-1639 b,Kepler-1639,1,1,1,Transit,2016,9.87848200,,2.580,0.230,,,,,,0,6150.00,1.18,1.12,1031.3100000
13006,Kepler-164 b,Kepler-164,1,1,3,Transit,2014,5.03503000,0.058000,1.410,0.126,,,,,,0,5888.00,1.15,,890.7580000
13013,Kepler-164 c,Kepler-164,1,1,3,Transit,2014,10.94572300,0.097000,2.730,0.244,,,,,,0,5888.00,1.15,,890.7580000
13023,Kepler-164 d,Kepler-164,1,1,3,Transit,2014,28.98676900,0.187000,2.450,0.219,,,,,,0,5888.00,1.15,,890.7580000
13033,Kepler-1640 b,Kepler-1640,1,1,1,Transit,2016,7.58441260,,4.820,0.430,,,,,,0,6324.00,1.43,1.27,1859.7800000
13037,Kepler-1641 b,Kepler-1641,1,1,2,Transit,2016,19.67226600,,3.110,0.277,,,,,,0,6152.00,1.19,1.12,860.3700000
13048,Kepler-1641 c,Kepler-1641,1,1,2,Transit,2016,32.65721200,,2.950,0.263,,,,,,0,6152.00,1.19,1.12,860.3700000
13052,Kepler-1642 b,Kepler-1642,1,1,2,Transit,2016,12.20575130,,3.200,0.285,,,,,,0,5355.00,0.84,0.88,413.8730000
13061,Kepler-1642 c,Kepler-1642,1,1,2,Transit,2016,6.65138020,,2.660,0.237,,,,,,0,5355.00,0.84,0.88,413.8730000
13070,Kepler-1643 b,Kepler-1643,1,1,1,Transit,2016,5.34264507,,2.300,0.205,,,,,,0,5508.00,0.88,0.92,341.7740000
13074,Kepler-1644 b,Kepler-1644,1,1,1,Transit,2016,21.09077580,,1.880,0.168,,,,,,0,5499.00,0.86,0.89,629.2700000
13080,Kepler-1645 b,Kepler-1645,1,1,1,Transit,2016,16.17795610,,1.780,0.159,,,,,,0,5812.00,1.02,1.02,1202.4700000
13087,Kepler-1646 b,Kepler-1646,1,1,1,Transit,2016,4.48558383,,1.230,0.110,,,,,,0,3299.00,0.26,0.24,127.5910000
13089,Kepler-1647 b,Kepler-1647,1,2,1,Transit,2016,1107.59230000,2.720500,11.874,1.059,483.00000,1.51968,Mass,0.058100,,0,6210.00,1.79,1.22,1212.4500000
13093,Kepler-1649 b,Kepler-1649,1,1,2,Transit,2017,8.68909900,,1.017,0.091,,,,,307,0,3240.00,0.23,0.20,92.1913000
